evt_id,mag,evt_country,evt_longitude,evt_latitude,evt_depth,dip,SoF,rake,rup_width,rup_top_depth,stn_id,stn_country,stn_longitude,stn_latitude,vs30,vs30measured,z1pt0,z2pt5,region,repi,rhypo,rjb,rrup,rx,ry0,PGA,PGV,SA(0.010),SA(0.025),SA(0.040),SA(0.050),SA(0.070),SA(0.100),SA(0.150),SA(0.200),SA(0.250),SA(0.300),SA(0.350),SA(0.400),SA(0.450),SA(0.500),SA(0.600),SA(0.700),SA(0.750),SA(0.800),SA(0.900),SA(1.000),SA(1.200),SA(1.400),SA(1.600),SA(1.800),SA(2.000),SA(2.500),SA(3.000),SA(3.500),SA(4.000),SA(4.500),SA(5.000),SA(6.000),SA(7.000),SA(8.000),SA(9.000),SA(10.000)
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.DST.0.HN,TR,28.6267,39.6041,519.272297,False,206.08108543212415,0.938213172886821,0,67.8,68.43485953810382,67.8,68.43485953810382,-67.8,67.8,0.0013686003885118772,0.05077235,0.0013866305007316465,0.0014852727485940664,0.002277311824119348,0.003732084860783244,0.004438646224755651,0.003972809267180944,0.0031172826602356564,0.003179582222267543,0.002425547969999949,0.002318778583920095,0.0018215088740803434,0.0014188433358996192,0.0016576914644654394,0.0014333589961913601,0.0013091422657074538,0.0008313455665288351,0.0006787613507160958,0.0006770232444310749,0.0007186725334339453,0.0005337638235279121,0.0002900445106126965,0.0001824124446166632,0.00011659588136621579,7.91733160661388e-05,5.543891135097103e-05,4.5165270505218396e-05,3.123288788730096e-05,2.4102522268052804e-05,1.9798300133072965e-05,1.5218244762482601e-05,1.152789178771548e-05,7.666226489168065e-06,5.879683684030735e-06,5.107248652699954e-06,4.142597115222834e-06,3.6398770222247153e-06
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.GONE.0.HN,TR,27.686,40.0466,793.095014,False,32.63157444040226,0.5779436960594557,0,159.9,160.17022195152256,159.9,160.17022195152256,-159.9,159.9,0.0024566574722254798,0.1135525,0.0024579188611809333,0.002483743174274599,0.002539659312813244,0.0026342991745397257,0.003067602086339372,0.003589900730626667,0.004061534774872153,0.00665119587218877,0.006805723667103445,0.003899899557953022,0.0026750572315724533,0.002025747834377693,0.0019310467896784325,0.0017933239179536336,0.0017484105173530206,0.0016017447344404054,0.0014746422070737713,0.0013358792248117349,0.001263300923353031,0.0011432140435316852,0.0006827392636629227,0.00041491436933101516,0.0003016458219677464,0.00020178960195377628,0.0001431467422616286,8.8888662285286e-05,6.1016249177853806e-05,4.373562837462334e-05,3.429560553298018e-05,2.9547296987248447e-05,2.320721143305818e-05,1.6852339993779733e-05,1.4170486353647781e-05,1.1426939882630665e-05,9.79488408375949e-06,8.512081087833257e-06
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.IZI.0.HN,TR,29.4728,40.3368,740.30138,False,47.54033698005504,0.6253313339804548,0,137.7,138.01369497263667,137.7,138.01369497263667,-137.7,137.7,0.0006069044984780735,0.0318056,0.0006096179633208078,0.0006217877664645929,0.0006476498090581391,0.0007087246919182392,0.000726407080909383,0.0012059316892108927,0.00103188652597982,0.0012273304339402344,0.0014503729612048968,0.001249947739544085,0.0013089485196269878,0.0011480678927054601,0.0012741812953455053,0.0011927620543202826,0.0009507002901092626,0.0005992719226239338,0.0005060137763660374,0.0004549836080618764,0.00032629032340299695,0.00036157811281120465,0.0002687089882885593,0.00016816496968893556,9.574064537839119e-05,6.461023897049451e-05,5.284118429840975e-05,3.287972957126032e-05,2.6339269781219885e-05,1.6212977928242572e-05,1.1220957207609123e-05,9.242197896325453e-06,8.004262413770248e-06,5.362177705944436e-06,4.142087257116345e-06,3.2182243681583416e-06,2.690011369835775e-06,2.4177471409706676e-06
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.KAVV.0.HN,TR,29.06,41.0638,777.599752,False,36.43524529082644,0.5911376060375011,0,215.1,215.3009521576716,215.1,215.3009521576716,-215.1,215.1,0.00024686003885118773,0.0110309,0.0002473382857550744,0.0002592026838930726,0.0002567706607251202,0.0002792472454915797,0.0003094186088011706,0.0004760341197044863,0.000668695222119684,0.0007334813621369173,0.0007284235697205469,0.000531767729041008,0.00042320160299388687,0.0005495500502210235,0.0004788495561685183,0.0003058032049680574,0.0002435168992469396,0.0002490458005537059,0.00019197432354575722,0.0001720577363319788,0.00011935880244527949,7.800676071849205e-05,4.258028990531935e-05,2.801007479618422e-05,2.2048813815115252e-05,2.0404011563581855e-05,1.560675663962719e-05,1.1710930847945017e-05,6.663845451810762e-06,4.9165617208730815e-06,3.5577898670799915e-06,2.9347432609504775e-06,2.4498682016794727e-06,1.6325656569776632e-06,1.437799860298879e-06,1.0538767061126888e-06,8.907221120362204e-07,8.014969434006517e-07
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.OSMT.0.HN,TR,29.7,40.601,444.612999,False,298.9366065768382,1.1205261491451255,0,171.1,171.35256052945343,171.1,171.35256052945343,-171.1,171.1,0.0004954586938455028,0.04206555,0.0004961872810796755,0.0005031080950171567,0.0005156771170583226,0.0005285148343216083,0.0005635920523318362,0.0008418868828804944,0.0008622261424645521,0.0007487587504397526,0.0007854884185731112,0.0007683862481071518,0.0009457679227870883,0.0010599593133231023,0.0011780220564616868,0.0012048150999576818,0.0013909693932178675,0.001182080526989339,0.001002265809425237,0.0008721750036964713,0.0007279891706138182,0.0005262495347544778,0.0002812611850122111,0.00016862231241045617,0.00011087068468845121,8.723162343919687e-05,6.990307597395645e-05,3.84754222899767e-05,2.6768570306883595e-05,1.9956356146084547e-05,1.4232179184532946e-05,1.2770415993229084e-05,1.0088562353097132e-05,7.514798631540843e-06,5.885801981308602e-06,4.787057761824885e-06,4.044194500670463e-06,3.536885684713944e-06
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.SHAP.0.HN,TR,29.222,39.0231,836.594795,False,23.994425996190504,0.5436961293430406,0,14.6,17.31040149736568,14.6,17.31040149736568,-14.6,14.6,0.06249644119041671,1.24727,0.06364446574518312,0.07006301846196203,0.08510770752499579,0.10583277673823376,0.13006429310722825,0.21491589890533466,0.09927406402798102,0.061236711823099636,0.05893760866350895,0.04925045759765058,0.03670703043343038,0.029256779838171036,0.02043893684387635,0.020061030015346728,0.014261597997277357,0.009981303503235051,0.009161421076514405,0.007951996859274064,0.005427123431549,0.004164026451438565,0.0031103638857306014,0.0021940061081001157,0.0016034425619350136,0.001293102129677311,0.0010634059541229676,0.0007091580713087548,0.000511365756909852,0.0003894943737157949,0.0003087369285127949,0.00026352628063609903,0.00021338938373450668,0.0001601387833765863,0.00012690368270510319,0.00010565228696853666,9.360128076356351e-05,8.335466239745479e-05
EMSC-20150922_0000022,4.3,TR,29.118,39.127,9.3,90.0,U,0.0,1.166687031632599,9.3,KO.SMAA.0.HN,TR,28.9805,39.1005,346.100367,False,417.17658319461987,1.4923353473778438,0,12.3,15.420116731075677,12.3,15.420116731075677,-12.3,12.3,0.09601881631341999,2.733045,0.0962067576593434,0.0987761366011839,0.10361208975542108,0.10776309952940098,0.1313098764613808,0.25682419582630156,0.30278790412628165,0.2036454854613961,0.14147593724666427,0.09967058067739748,0.07869828126832303,0.07011247469829147,0.05234835545267752,0.03513921675597682,0.028278617060871963,0.022712292169089345,0.02005322918631745,0.020356951660352923,0.018470629623775704,0.01336842856632999,0.008269296854685342,0.005335456042583349,0.003854710833974905,0.003165918025013639,0.002279606185598548,0.0015545573666848516,0.0011561848337607644,0.0009146145727643996,0.0007493292816609137,0.0006564229374964948,0.0005449169696073583,0.00041995941529472355,0.0003403425226759393,0.00028565820132257194,0.0002456970525102864,0.00021680900205472818
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.AKS.0.HN,TR,27.8129,38.8785,590.686202,False,133.6934153028626,0.8096202704764233,0,115.5,115.6609700806629,115.5,115.6609700806629,-115.5,115.5,0.0008952251788327309,0.04324605,0.0008972488056573855,0.0009200940178348366,0.000963276960022026,0.0010670769324896882,0.0014059490243865133,0.002292067117721138,0.002765393890880168,0.001967802460575222,0.0024043633656753325,0.002282471588157016,0.0021782718869338665,0.0015590390194408896,0.0013744295962433656,0.0014331550529487645,0.0011536865290389686,0.0010132450938903704,0.0009584735868007933,0.0008042308025676454,0.0005446926320405031,0.0003988874896116411,0.00026641207751882653,0.00021786236890273438,0.0001780042114279596,0.0001236818893301994,8.777309274828815e-05,5.0479521549152874e-05,3.782331377177732e-05,2.6891446110547436e-05,1.78562506054565e-05,1.3966033252945705e-05,1.0771262357685856e-05,8.628328736112741e-06,6.195285851947403e-06,4.998648876017804e-06,4.231822283858402e-06,3.624581279030046e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.BASM.0.HN,TR,30.034952,37.919364,506.825108,False,220.67969668193317,0.964619175880649,0,156.9,157.01853393787627,156.9,157.01853393787627,-156.9,156.9,0.0003260496703767342,0.02992675,0.00032609147874146626,0.0003295931842168325,0.00034473902912819367,0.00040346397597548604,0.0005117583476518486,0.0005537946189575441,0.0007323739503296233,0.0012650191451718988,0.0011957345270811133,0.0009392182855511312,0.0008013373578133206,0.0005629853211851142,0.0004947092024289641,0.0005329602871520856,0.0005000525153849684,0.00048596156689593284,0.0004320772129116467,0.00048592077824741376,0.000542156597818827,0.000536684290761881,0.0003703466525266019,0.00031513360831680545,0.0002521890757802104,0.0002014683913466882,0.00016107947158305845,9.348503311528401e-05,5.288401237935483e-05,3.851774051281528e-05,3.046810072756752e-05,2.4979478211213822e-05,1.7371375546185495e-05,1.1014974532587582e-05,1.0490330541010437e-05,6.5894061682633725e-06,5.263775091392066e-06,4.0554113790132205e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.DST.0.HN,TR,28.6267,39.6041,519.272297,False,206.08108543212415,0.938213172886821,0,67.0,67.27711349337157,67.0,67.27711349337157,-67.0,67.0,0.002152250768611096,0.06501485,0.002168543794262057,0.0022771435709442065,0.003176823889911438,0.0036666241784911262,0.005395598904824787,0.0064996354514538605,0.006668551442133655,0.0027881182666863813,0.002311803725023326,0.0021805407555077426,0.0016873805020062916,0.001919936981538038,0.0016015000025492907,0.0012321383958844255,0.0009952256886908374,0.001229762457108187,0.0014571897640886541,0.0013806294708182715,0.0014876333916271102,0.0012542203504764624,0.0007523772134215048,0.0005232627859666655,0.0003221604727404363,0.00018802394293668075,0.00013642273355325213,7.833001075800605e-05,5.183676382862649e-05,4.214334150805831e-05,3.086222104388349e-05,2.5449567385396644e-05,1.9487286688114696e-05,1.282140180387798e-05,9.522109996787896e-06,8.025676454242785e-06,6.7790733838772675e-06,5.7195882385932e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.GOMA.0.HN,TR,27.9175,38.7077,548.313154,False,174.14716750529058,0.8815862131931429,0,113.3,113.46409123595005,113.3,113.46409123595005,-113.3,113.3,0.0010449016738641637,0.0546743,0.0010455507232337241,0.001058679569475815,0.0010994631194138672,0.001204442903539945,0.001236869879112643,0.001958936028103379,0.0028858580657003157,0.0037118383953745676,0.0029731814635986804,0.0036431707055926336,0.0028834617325998175,0.0030574966986687607,0.0030545140287458004,0.0025166902051159167,0.0012516710599440176,0.0010383770196754243,0.0009413877317942417,0.0008642278453906278,0.0005112377825251234,0.00040555949279315567,0.00024078813866101065,0.00016312502230629217,0.00010322638209786217,8.275608898043675e-05,7.27281997420118e-05,4.4950620242386546e-05,3.4184966323872066e-05,2.7571086966497223e-05,1.7690546720847588e-05,1.4292342441098643e-05,1.2498151764363978e-05,8.720613053387243e-06,7.124247321970295e-06,5.889370988054025e-06,5.0567727001575465e-06,4.472475310121194e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.GONE.0.HN,TR,27.686,40.0466,793.095014,False,32.63157444040226,0.5779436960594557,0,158.9,159.01704311173694,158.9,159.01704311173694,-158.9,158.9,0.0011020776717839426,0.06728305,0.0011038020119000882,0.0011284740456730892,0.0011710675918891772,0.0012904559661046332,0.0017768758954382997,0.002312752061101395,0.003021888208511571,0.0031526974043123803,0.0032149918677632015,0.0021541555984969383,0.0016601897691872352,0.0013465250620752244,0.001193073067765241,0.0010352821809690364,0.0007881677229227106,0.0007527300352311952,0.0009128504637159478,0.0007987697123890421,0.0008689073230919834,0.0010608617621715877,0.0006231847776763728,0.0004206237604074786,0.00031151565519315976,0.0002271295498462778,0.00016943553609030605,8.780980253195536e-05,5.782096842448747e-05,4.5445182605680844e-05,3.53571301106902e-05,3.0115278917877156e-05,2.2057991261032058e-05,1.4112872387614527e-05,1.0360316723855753e-05,7.506640901837019e-06,7.119658599011896e-06,5.994401757990752e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.IZI.0.HN,TR,29.4728,40.3368,740.30138,False,47.54033698005504,0.6253313339804548,0,137.6,137.735144389513,137.6,137.735144389513,-137.6,137.6,0.00048824573121300345,0.0284436,0.00048825949738187863,0.0004955035613588739,0.0005176783101262919,0.0005365099192894617,0.000920881748609362,0.0010968169558411894,0.0012608638016040137,0.0011478690480439294,0.0012344021658772363,0.0011785778017977598,0.0010782479236028614,0.0009499380522400617,0.0008919314954648122,0.0009199145477813525,0.000724694977387793,0.0006034017732864945,0.0005504132399953094,0.0004839170358889121,0.00044616816140068225,0.0004025503102486578,0.00023388924862210845,0.00015185715815288606,0.00012435439217265836,9.060484467172787e-05,6.067362453029322e-05,4.53360729708922e-05,2.8117144998546907e-05,2.1145345250416812e-05,1.6362366353443838e-05,1.3399071038529978e-05,1.019359312303386e-05,6.020404521421689e-06,4.879342079099387e-06,3.3604747798687627e-06,3.116252746860549e-06,2.6349466943349665e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.KAVV.0.HN,TR,29.06,41.0638,777.599752,False,36.43524529082644,0.5911376060375011,0,214.8,214.88659799996836,214.8,214.88659799996836,-214.8,214.8,0.0002116604548954026,0.0108857,0.00021202092457669032,0.0002244721693952573,0.00023584812346723907,0.0002508945460478349,0.00030501037561246706,0.0004283766627747498,0.000678447787980605,0.0006551304471965452,0.0004828692774800773,0.0004941922063089842,0.00046455211514635477,0.0003747849673435883,0.00023692035506518537,0.0002781530899950544,0.00024664079986539745,0.000176184017987794,0.000170063171419394,0.00017431946689236386,0.00012047896070523574,9.39663391678096e-05,4.405479954928543e-05,4.103440012644481e-05,4.01294019874269e-05,3.350226631928334e-05,2.2626483049767253e-05,1.3177792620313768e-05,1.1867967144743618e-05,7.820203637327732e-06,4.910953281701703e-06,3.3339621583313363e-06,2.4177471409706676e-06,1.7676780551972388e-06,1.3852844753305154e-06,1.0319528075336636e-06,8.708376458831508e-07,7.581590043490897e-07
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.KHL.0.HN,TR,29.5286,38.3232,590.244049,False,134.0758222027121,0.8103141303532052,0,96.8,96.99200998020403,96.8,96.99200998020403,-96.8,96.8,0.0010981854149990056,0.0365546,0.0011061575563520673,0.001153426501404659,0.0013089179281405984,0.001889167044811429,0.002630072450836932,0.0026423804255275756,0.0026874773750465244,0.0036703053540199765,0.004204488790769529,0.002105882232974563,0.0017172377927222853,0.0010372961204896678,0.0008341156256213896,0.0008344944501945109,0.0008049287983154288,0.0005696833271300598,0.0005466020506493044,0.0004579718864240082,0.0003966961194699515,0.0003986075775111786,0.0002550427516022291,0.00016574059439258056,0.00013698000846364456,9.791722963499259e-05,6.841683959354112e-05,4.615184594127455e-05,3.4024361020328044e-05,2.528896208185262e-05,1.7363217816481675e-05,1.510607597905503e-05,1.1373404781449324e-05,6.975878612982007e-06,5.497290104164011e-06,4.522441404557111e-06,3.4634661173795336e-06,2.9576868757424807e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.ORLT.0.HN,TR,28.8914,40.0452,814.171134,False,28.102521342987277,0.5608604559198621,0,103.3,103.47994974873151,103.3,103.47994974873151,-103.3,103.3,0.0014082372675684356,0.06372195,0.001411271943018258,0.0014678610942574684,0.0016723906736755161,0.002234601010538767,0.0029784737907440364,0.0028213049308377478,0.003725064114656891,0.003628639749557698,0.0035155379257952512,0.00364381312680681,0.0019786726354055666,0.0020401666216292003,0.001484497764272203,0.001144702829202633,0.000781799085314557,0.0008961108023637022,0.0009287789408207696,0.0011124645011293356,0.0012216557132150123,0.0012166030193797065,0.0007952414942921385,0.0004080720735419333,0.00027328190564565884,0.0002078966823533011,0.0001473551110725885,7.770237542891813e-05,4.9233938195000334e-05,3.646862078283614e-05,2.6541683449496005e-05,2.3397898364885052e-05,1.8117807814085338e-05,1.3064094262566728e-05,9.844850178195408e-06,7.460753672253012e-06,6.410955830992235e-06,5.4666986177746735e-06
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.SHAP.0.HN,TR,29.222,39.0231,836.594795,False,23.994425996190504,0.5436961293430406,0,15.5,16.657130605239306,15.5,16.657130605239306,-15.5,15.5,0.1478667552120245,4.863445,0.14804545894877455,0.15311803725023326,0.20482937598466347,0.24994468039544596,0.2712577689628976,0.3003844330122927,0.43559064512346213,0.499122024340626,0.31509587881692525,0.1766872479388986,0.09225362381649187,0.059281151055661216,0.04981665502490657,0.042126822105408065,0.0304966527815309,0.02177267466464083,0.018607832440231883,0.016060530354402372,0.012212784182162104,0.009658813152299717,0.006540174269500798,0.005072670075917872,0.003902627298822738,0.003090510011063921,0.002573156990409569,0.0018058358358868727,0.0013274614674736022,0.0010571805866427374,0.0008716615765832369,0.0007614909270749951,0.0006356064507247633,0.0004987952052943666,0.0004167447599333106,0.000356411720618152,0.00031531256851218307,0.00028537166106672515
EMSC-20150922_0000029,4.3,TR,29.107,39.13,6.1,90.0,U,0.0,1.166687031632599,6.1,KO.SMAA.0.HN,TR,28.9805,39.1005,346.100367,False,417.17658319461987,1.4923353473778438,0,11.4,12.929423807734048,11.4,12.929423807734048,-11.4,11.4,0.12943140827907595,4.157235,0.12962581513564775,0.13306735735444825,0.13974394925892125,0.14979733140267065,0.20725528085533795,0.33740624984066936,0.3492553522354729,0.3646714219432732,0.22047743113091625,0.11802552349681084,0.07115289115039286,0.05252349171225648,0.043143938042042904,0.04724722509725544,0.0375513554577761,0.03396904141577399,0.032061407310345534,0.029323622235931743,0.03294937618860671,0.03006612859641162,0.02196173005052694,0.01315546083524955,0.008385666868910383,0.0058221359995513245,0.0043192527519591295,0.0024355309917250033,0.0018040003467035125,0.0014410017692076296,0.0011894428780470396,0.0010405908235737993,0.000862995518347244,0.0006707004940525053,0.0005428703991679116,0.00045396134255836607,0.0003895499482494022,0.00034036852543937025
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.BASM.0.HN,TR,30.034952,37.919364,506.825108,False,220.67969668193317,0.964619175880649,0,194.7,195.98431059653728,194.7,195.98431059653728,-194.7,194.7,0.001496258661214584,0.25157,0.0014963672609912663,0.0014986514253083369,0.0015065695217021105,0.001509638867503174,0.001578097515461447,0.0017717365257248908,0.0021444682944736482,0.0019013475549754504,0.0025313231327721494,0.0026625402150581494,0.0027794047916464846,0.002847960312644991,0.0036182233484421283,0.0038209990159738545,0.005398974165489744,0.004299954622628523,0.005109808140394528,0.004819775356518281,0.0043562480561659695,0.004657054141832328,0.005159004349089649,0.002936991735200094,0.0019399030249881459,0.001541285760172944,0.0016159544798682527,0.0009540546465918535,0.0007140557682796877,0.00037004787567619933,0.00025881570159024745,0.00019840465398479604,0.00014898563729714021,9.946770813682553e-05,6.224245792395977e-05,4.642105102150072e-05,3.628966058745851e-05,3.0755150841520806e-05
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.BOZY.0.HN,TR,32.9763,36.1069,369.151577,False,392.30206404422125,1.3862174876194335,0,277.4,278.3029284790226,277.4,278.3029284790226,-277.4,277.4,0.0016758194694416544,0.0739838,0.001677387283119108,0.0017159121616454143,0.0018829620716554582,0.0018848995324601164,0.00241648779144764,0.00380919070222757,0.006024651639448742,0.004457301932872082,0.00442323321419649,0.004090423335185818,0.004306756129769085,0.0051882549086589205,0.0037880621822946677,0.002683536171883365,0.001517944456057879,0.001111210250187373,0.001116415901454625,0.0010350323504968568,0.0008272891354336088,0.0007291873371640672,0.00044982741303095354,0.00033055426674756413,0.0002527698041635013,0.00018480673828473535,0.00015318023993922492,8.938475422289976e-05,5.5248224419144154e-05,3.60592047233255e-05,2.7515002574783438e-05,1.9536233066337636e-05,1.7223006837197208e-05,1.136014847068061e-05,8.703787735873106e-06,7.399570699474337e-06,6.4573529186827305e-06,5.573258962030867e-06
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.DEMR.0.HN,TR,29.9056,36.2365,879.561797,False,17.788346825215736,0.5134201021486676,0,7.6,23.65417510715603,7.6,23.65417510715603,-7.6,7.6,0.04773836937180383,2.909465,0.04786797734190575,0.04939484941340825,0.10318844865473939,0.08925326181723627,0.08921374781398336,0.062080730932581464,0.08774387787878633,0.07779863663942324,0.1300811184247424,0.09678881167371121,0.09004864046335906,0.0804937465903239,0.07987962250105796,0.07207099264274752,0.0626314286734002,0.06426256672767969,0.06145742939739871,0.061302381547215415,0.05470140159993474,0.042877996053698256,0.029162507074281228,0.021363309590940842,0.017124706194266138,0.013418547618197857,0.010114172525786076,0.005769375882691847,0.003544288824420164,0.0025991852467458307,0.0020135265355651524,0.0016910616775351421,0.0013588228396037383,0.0010124848954535953,0.0007836004140047825,0.0006234356278647653,0.0005073149342537972,0.00042455731569904096
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.DIDI.0.HN,TR,27.2398,37.3767,527.046233,False,197.22617123463334,0.922398639755486,0,272.4,273.3194468017232,272.4,273.3194468017232,-272.4,272.4,0.004696567635227116,0.413876,0.004698158902377468,0.00476946255856995,0.005227248856643196,0.005209368132848629,0.005525388384412618,0.0053634370554674635,0.005898497448160177,0.0069512983536681745,0.009534790167896275,0.013123339774540745,0.012438855266579311,0.01562210336863251,0.01499936267736689,0.01300260537492416,0.013636715901964483,0.010165076759137932,0.010674440303263602,0.009500354351384011,0.008640014683913467,0.0066591904472985165,0.0060279198299113355,0.004449261470532751,0.002948545119893134,0.002805157724605242,0.00229384142393172,0.0012042185659730897,0.0010164016254276434,0.0009919569883701366,0.0004916694283980768,0.0004089036521136168,0.0002986560140312951,0.00014863230562934336,0.00010058480724814285,7.131283363839844e-05,5.9573350736490036e-05,4.977081878113321e-05
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.KEMT.0.HN,TR,30.5559,36.6037,342.30506,False,421.0305858587993,1.5112793397996778,0,76.5,79.71204425932132,76.5,79.71204425932132,-76.5,76.5,0.040287419761080495,2.86834,0.04029709431865112,0.040433022489841076,0.04065919554587958,0.040951599169951,0.04222558162063498,0.04578240275731264,0.06419878347855792,0.06847649299200033,0.08836666955586261,0.14285357385039743,0.1601107411807294,0.1694029051714908,0.18403532296961755,0.15118363559421413,0.09741343883997083,0.06471817593163823,0.051851396756282725,0.0414439691433874,0.028778227019420496,0.022297063727164734,0.013278897482830529,0.009659608530945838,0.006477757440104419,0.004306210581595142,0.0038260211183227706,0.0021007122717747653,0.0014032620721653164,0.0011849612252910016,0.0009278204075805704,0.0008219514309167759,0.0006383428591822895,0.0004476926371390842,0.0003419919136504311,0.0002651588462930766,0.0002262245517072599,0.00019969357527800012
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.KHL.0.HN,TR,29.5286,38.3232,590.244049,False,134.0758222027121,0.8103141303532052,0,241.4,242.43704337415105,241.4,242.43704337415105,-241.4,241.4,0.0005628777411246451,0.04847775,0.0005637975251487511,0.0005741481545685835,0.0005999887831216573,0.0006488005588044848,0.0007781571688599063,0.001021071415824976,0.0020669137778956117,0.0016477441328078396,0.0015269128601510201,0.0015656059918524674,0.0013574411241351531,0.001188683189468371,0.0012936833679187082,0.00123332126669148,0.001080435214879699,0.0007815258013694788,0.0007733298323076689,0.0007967629108819016,0.0006747227646545966,0.0007158061111592643,0.0007176920762951672,0.0005795857912742885,0.0004244726792533638,0.0003530792880341401,0.0002458857000096873,0.00016911789448996345,0.00017491753045127543,0.00011883415845370234,8.114748665446406e-05,7.421290654810766e-05,6.065374006414015e-05,3.89327650114973e-05,2.340452652026941e-05,1.4330071940978826e-05,1.2068341380593782e-05,1.1813412327349298e-05
EMSC-20151006_0000093,5.2,TR,29.8952,36.1682,22.4,60.0,NF,-90.0,3.250531435997417,22.4,KO.SHAP.0.HN,TR,29.222,39.0231,836.594795,False,23.994425996190504,0.5436961293430406,0,322.4,323.17722692046226,322.4,323.17722692046226,-322.4,322.4,0.00021730611370855492,0.03363675,0.00021753707943079442,0.00022905324448206066,0.0002297889697297242,0.00024229986794675043,0.00033005766495184394,0.0006085594978917368,0.0006299633412021435,0.0006193725686141547,0.00048175013893633404,0.000563161222231853,0.00062090673165658,0.0006002666557896938,0.0005419353194006108,0.0006368912931531156,0.0006439507884955616,0.0006419720291842781,0.0005826413709064767,0.0005437917127663371,0.0005057782219208395,0.00047281385590390194,0.0003822396027185634,0.00035552201822232875,0.0003310238460636405,0.00042016590782785153,0.00036571867049400153,0.00014295962433654715,0.00011906818332458077,7.687130671534112e-05,5.931077381164822e-05,5.162823186307251e-05,4.266543620910301e-05,2.486068127240189e-05,1.5548122957380962e-05,1.4485068805351471e-05,1.053876706112689e-05,7.36337077391362e-06
EMSC-20151013_0000094,4.2,TR,29.033,39.114,10.2,60.0,NF,-90.0,1.0279082943729672,10.2,KO.BASM.0.HN,TR,30.034952,37.919364,506.825108,False,220.67969668193317,0.964619175880649,0,158.8,159.12724468173263,158.8,159.12724468173263,-158.8,158.8,0.000304967547531522,0.0301414,0.0003050695191528198,0.0003081036847445356,0.00031674272050088466,0.00032524868329144,0.0003574039044933795,0.0004894056584052658,0.0006827147904738111,0.0006412551686865546,0.0006311395838538135,0.0009243482738753805,0.000805494230955525,0.0007752790198487761,0.0009437667297191192,0.0008229222007515309,0.0007416834494960052,0.0007052367526117482,0.0004899726206196816,0.0005311951583874208,0.000514070554164776,0.0005638393335134832,0.0003321455338979162,0.0003094277862470875,0.00021137952307872718,0.0002001111490672146,0.0001333238159820122,7.855128917622226e-05,4.6028460279504215e-05,3.143683112989655e-05,2.298593301484197e-05,1.7974027828055453e-05,1.290093966849026e-05,7.848755691291114e-06,6.505789438799183e-06,4.497458357339153e-06,3.682705103169788e-06,2.8898757475794487e-06
